,open,close,close_open
26,2021-10-23 14:56:06,2021-10-23 15:02:39,0 days 00:06:33
27,2021-10-27 14:44:46,2021-10-28 02:08:43,0 days 11:23:57
28,2021-10-28 14:21:44,2021-10-29 03:23:22,0 days 13:01:38
29,2021-10-29 18:01:38,2021-10-30 02:15:58,0 days 08:14:20
30,2021-10-30 14:07:09,2021-10-31 02:14:06,0 days 12:06:57
31,2021-10-31 14:28:59,2021-10-31 21:49:24,0 days 07:20:25
32,2021-11-01 14:18:43,2021-11-01 19:19:31,0 days 05:00:48
33,2021-11-01 20:41:19,2021-11-02 02:10:45,0 days 05:29:26
34,2021-11-04 20:10:29,2021-11-04 21:54:40,0 days 01:44:11
35,2021-11-04 21:56:09,2021-11-05 03:32:59,0 days 05:36:50
36,2021-11-05 15:38:33,2021-11-06 03:41:19,0 days 12:02:46
37,2021-11-06 14:10:48,2021-11-07 02:46:14,0 days 12:35:26
38,2021-11-07 14:23:12,2021-11-08 02:41:19,0 days 12:18:07
39,2021-11-08 15:44:55,2021-11-09 03:42:10,0 days 11:57:15
40,2021-11-09 14:07:52,2021-11-09 14:18:19,0 days 00:10:27
41,2021-11-11 14:08:30,2021-11-12 02:41:00,0 days 12:32:30
42,2021-11-12 13:47:58,2021-11-13 03:34:51,0 days 13:46:53
43,2021-11-13 15:18:06,2021-11-14 02:57:48,0 days 11:39:42
44,2021-11-14 13:27:55,2021-11-15 00:39:26,0 days 11:11:31
45,2021-11-16 13:26:21,2021-11-16 16:17:09,0 days 02:50:48
46,2021-11-16 16:20:58,2021-11-17 03:01:33,0 days 10:40:35
47,2021-11-17 14:30:44,2021-11-17 21:38:08,0 days 07:07:24
